Time
68.756977
324.190862
23.701889
175.190134
102.628968
13.773156
61.325127
9.090375
210.220986
66.378865
170.31317
13.214662
90.714949
132.833445
178.708919
298.170086
204.728457
143.372742
47.901717
153.365529
49.476398
132.624285
249.868578
392.790982
258.27988
49.951428
592.401521
35.342829
44.861684
74.060643
630.235505
32.45801
382.087208
227.88646
0.242963
56.462503
195.454802
10.63447
21.398405
223.716716
56.260091
204.555081
39.285119
56.336234
85.227889
82.97052
23.785673
42.185129
145.846881
54.393464
