Time
2.671501
0.054667
1.91012
3.486001
0.168889
0.334577
2.220796
1.680079
1.502777
2.328287
0.042775
2.897499
0.727146
2.196449
0.610474
0.31083
3.807835
0.65748
0.515526
1.578948
1.459532
2.674084
0.196029
2.834224
1.749921
0.334116
0.463349
1.501938
3.077263
1.123024
0.376864
0.983163
0.860026
0.488652
2.382719
0.403601
1.753491
1.637712
0.086111
0.832319
0.529992
0.119544
1.058215
0.211587
0.462219
1.138547
2.190034
0.797998
0.529981
0.034521
