Time
14.801701
6.805578
43.238581
42.442415
3.959206
11.257277
8.249815
19.141422
5.021622
17.321419
37.508788
3.705798
12.252126
27.36652
4.641057
7.378545
4.879357
6.566494
11.936935
22.379468
8.631987
19.24927
10.557363
0.867616
15.748082
1.225374
5.441104
21.732979
4.650072
22.090123
4.33596
5.374767
4.199737
26.055811
4.568524
9.476049
16.001435
40.717611
5.302528
2.77978
10.938571
15.812097
16.059101
17.500417
1.960298
8.526605
0.04356
1.854769
26.928375
0.508135
