Time
2025.129118
5835.480216
818.170884
8538.287299
1758.239784
805.051605
438.735317
7426.218262
1074.922656
2197.077563
3601.984841
507.313704
257.016702
5603.709922
121.523047
87.803257
4186.206215
124.596169
3421.125713
8967.742482
5664.262813
5747.530079
1926.629485
7777.129066
1101.481149
1470.718281
2508.315125
2028.478625
1701.505775
1028.975432
2411.48156
5963.523933
23.59888
2455.4022
2785.165641
2340.565641
40.446372
754.656382
3294.118787
1430.143054
1416.489428
149.610322
3549.306945
1505.377641
4386.060193
1103.762487
276.822147
55.650656
2102.246093
6514.444585
