Time
0.106935
0.035996
0.207069
0.208338
0.198474
0.206687
0.036132
0.196387
0.270739
0.27716
0.178036
0.045622
0.078719
0.041711
0.075047
0.335598
0.100366
0.051288
0.045159
0.041139
0.040888
0.050789
0.093621
0.061308
0.073923
0.068463
0.247399
0.036355
0.183588
0.030291
0.08543
0.332173
0.107414
0.085701
0.084668
0.099465
0.061249
0.105525
0.03515
0.139899
0.065151
0.674741
0.381057
0.12723
0.252433
0.064585
0.191968
0.113032
0.041746
0.025315
